city,gugun,dong,let,lng
서울특별시,종로구,혜화동,37.5900394,127.0001129
서울특별시,종로구,혜화동,37.590841,127.000395
서울특별시,종로구,명륜1가,37.5867531,126.9986137
서울특별시,종로구,명륜1가,37.5867531,126.9986137
서울특별시,종로구,명륜1가,37.586361,126.999203
서울특별시,종로구,명륜2가,37.586056,126.997553
서울특별시,종로구,명륜1가,37.586185,126.999667
서울특별시,종로구,혜화동,37.588087,127.001279
서울특별시,종로구,혜화동,37.589668,127.002082
서울특별시,종로구,혜화동,37.587898,127.00014
서울특별시,종로구,명륜1가,37.588364,126.998359
서울특별시,종로구,명륜1가,37.587558,126.998255
서울특별시,종로구,명륜1가,37.5871536,126.9980082
서울특별시,종로구,명륜1가,37.586768,126.99777
서울특별시,종로구,명륜1가,37.58784,126.999316
서울특별시,종로구,홍지동,37.600108,126.954983
서울특별시,종로구,홍지동,37.60191,126.957049
서울특별시,종로구,구기동,37.6060109,126.9576508
서울특별시,종로구,구기동,37.6060109,126.9576508
서울특별시,종로구,통의동,37.578604,126.973114
